,gene_ids,feature_types,genome,mt,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_cells,highly_variable,means,dispersions,dispersions_norm
TMEM19,ENSG00000139291,Gene Expression,GRCh38,False,241,0.10027526,0.09556039,90.52300432559969,255.0,5.5451775,240,False,0.08029806468396786,0.009901326706552688,-0.3921275
RAB21,ENSG00000080371,Gene Expression,GRCh38,False,1389,0.841919,0.61080796,45.379473063311046,2141.0,7.669495,1387,False,0.5473741666958173,0.022660283351243163,-0.46628538
TBC1D15,ENSG00000121749,Gene Expression,GRCh38,False,445,0.20251672,0.18441662,82.5009830908376,515.0,6.2461066,442,False,0.15699392919956037,0.07000750442868979,-0.01617025
TRHDE,ENSG00000072657,Gene Expression,GRCh38,False,246,0.10420763,0.099128,90.32638615808101,265.0,5.583496,246,False,0.092746263442083,0.14742807255462181,0.46808654
ATXN7L3B,ENSG00000253719,Gene Expression,GRCh38,False,1340,0.84545815,0.6127276,47.3063311049941,2150.0,7.673688,1338,False,0.534657053633873,0.0676957940871941,-0.2845677
KCNC2,ENSG00000166006,Gene Expression,GRCh38,False,10,0.004718836,0.004707737,99.60676366496264,12.0,2.5649493,10,False,0.0026176123961191623,-0.273368783037874,-2.1639497
CAPS2,ENSG00000180881,Gene Expression,GRCh38,False,125,0.049941014,0.048733987,95.08454581203303,127.0,4.8520303,124,False,0.040868704228132775,-0.04319759097801377,-0.7242552
GLIPR1L2,ENSG00000180481,Gene Expression,GRCh38,False,46,0.018088872,0.017927215,98.19111285882815,46.0,3.8501475,46,False,0.014659104637707641,-0.054877884328455064,-0.7973141
GLIPR1,ENSG00000139278,Gene Expression,GRCh38,False,615,0.29138812,0.2557177,75.81596539520253,741.0,6.6093493,615,False,0.23097908203933465,0.0950820541172994,-0.07690562
KRR1,ENSG00000111615,Gene Expression,GRCh38,False,480,0.21903265,0.19805764,81.12465591820684,557.0,6.324359,479,False,0.16700897800676606,0.07669909849317932,0.025684906
PHLDA1,ENSG00000139289,Gene Expression,GRCh38,False,885,0.49941015,0.4050718,65.19858434919387,1270.0,7.147559,883,True,0.36857433638875614,0.3085636906741931,1.3553294
BBS10,ENSG00000179941,Gene Expression,GRCh38,False,283,0.1222965,0.11537703,88.87141171844279,311.0,5.7430034,282,False,0.09969829190715064,0.06156435819360013,-0.06898116
OSBPL8,ENSG00000091039,Gene Expression,GRCh38,False,750,0.36924893,0.31426236,70.5072748721982,939.0,6.84588,749,False,0.2764389653727397,0.050516727875918856,-0.37589163
ZDHHC17,ENSG00000186908,Gene Expression,GRCh38,False,574,0.2642548,0.23448287,77.42823436885568,672.0,6.5117455,573,False,0.2039773298177415,0.037122912093299605,-0.4657499
CSRP2,ENSG00000175183,Gene Expression,GRCh38,False,90,0.03539127,0.034779396,96.46087298466378,90.0,4.5108595,90,False,0.02707227840226761,-0.15227265536022935,-1.4065073
NAV3,ENSG00000067798,Gene Expression,GRCh38,False,107,0.044828944,0.043853182,95.79237121510027,114.0,4.744932,107,True,0.04157565633648893,0.18999551773238535,0.7343411
SYT1,ENSG00000067715,Gene Expression,GRCh38,False,35,0.013763271,0.013669417,98.62367282736925,35.0,3.583519,35,False,0.011770884193930695,0.03522709349663542,-0.23371774
PAWR,ENSG00000177425,Gene Expression,GRCh38,False,1124,0.6287849,0.48783427,55.80023594180103,1599.0,7.377759,1121,False,0.4473150361778802,0.1200944456553364,-0.07313986
PPP1R12A,ENSG00000058272,Gene Expression,GRCh38,False,1549,1.0027527,0.69452256,39.087691702713336,2550.0,7.8442407,1547,False,0.6775561120423524,0.21268056626353624,0.106962524
OTOGL,ENSG00000165899,Gene Expression,GRCh38,False,17,0.0066850176,0.006662772,99.3314982304365,17.0,2.8903718,17,False,0.006505421571340754,0.12235404203803885,0.31125137
PTPRQ,ENSG00000139304,Gene Expression,GRCh38,False,45,0.017695636,0.01754089,98.23043649233189,45.0,3.8286414,45,False,0.012870163786879735,-0.10129966892238958,-1.087677
MYF6,ENSG00000111046,Gene Expression,GRCh38,False,42,0.018875344,0.018699415,98.3484073928431,48.0,3.8918202,42,True,0.023924702443336693,0.7285056808520232,4.1026607
LIN7A,ENSG00000111052,Gene Expression,GRCh38,False,108,0.044042468,0.043100167,95.75304758159653,112.0,4.727388,108,False,0.03911568232681537,0.10371516307487699,0.1946673
ACSS3,ENSG00000111058,Gene Expression,GRCh38,False,475,0.21038143,0.19093554,81.32127408572552,535.0,6.2841344,474,False,0.17779827935101153,0.0878031775916097,0.09513965
PPFIA2,ENSG00000139220,Gene Expression,GRCh38,False,110,0.044828944,0.043853182,95.67440031458906,114.0,4.744932,110,False,0.0403362202030778,0.10996126680902017,0.23373596
CCDC59,ENSG00000133773,Gene Expression,GRCh38,False,474,0.21077468,0.19126038,81.36059771922926,536.0,6.285998,474,False,0.1724727213255158,0.10280749074378266,0.18898991
METTL25,ENSG00000127720,Gene Expression,GRCh38,False,332,0.14431773,0.13480859,86.94455367675972,367.0,5.908083,329,False,0.11243277385391884,0.038736406722732625,-0.21176739
TMTC2,ENSG00000179104,Gene Expression,GRCh38,False,261,0.11128588,0.1055178,89.73653165552497,283.0,5.6489744,260,False,0.08412012403175863,-0.010291754292546605,-0.5184329
SLC6A15,ENSG00000072041,Gene Expression,GRCh38,False,13,0.0051120725,0.0050990502,99.48879276445143,13.0,2.6390574,13,False,0.004940841371794678,0.012603177356669833,-0.37522775
MGAT4C,ENSG00000182050,Gene Expression,GRCh38,False,11,0.0043256,0.0043162713,99.56744003145891,11.0,2.4849067,11,False,0.0039002991981788786,0.006706547206711065,-0.4121105
C12orf29,ENSG00000133641,Gene Expression,GRCh38,False,367,0.15965395,0.14812164,85.56822650412899,406.0,6.0088134,367,False,0.1347517692130455,0.13897015675036198,0.41518325
CEP290,ENSG00000198707,Gene Expression,GRCh38,False,340,0.1439245,0.1344649,86.62996460872985,366.0,5.9053617,339,False,0.12179588691474032,0.05130569042295934,-0.13314795
TMTC3,ENSG00000139324,Gene Expression,GRCh38,False,330,0.14667715,0.13686833,87.02320094376721,373.0,5.924256,330,False,0.11457649693721504,0.05089359715480397,-0.13572556
KITLG,ENSG00000049130,Gene Expression,GRCh38,False,377,0.16515926,0.15285778,85.17499016909163,420.0,6.042633,377,False,0.13773926475076997,0.10738784946135115,0.21763954
DUSP6,ENSG00000139318,Gene Expression,GRCh38,False,368,0.16633897,0.15386975,85.52890287062525,423.0,6.0497336,366,False,0.1297632180567044,0.06092584737990581,-0.07297498
POC1B,ENSG00000139323,Gene Expression,GRCh38,False,191,0.077860795,0.07497833,92.48918600078648,198.0,5.293305,191,False,0.06559048272692997,0.03335654279384336,-0.24541782
GALNT4,ENSG00000257594,Gene Expression,GRCh38,False,129,0.05348014,0.052099105,94.92725127801809,136.0,4.919981,128,False,0.04048633932996405,-0.03531133012624262,-0.67492753
ATP2B1,ENSG00000070961,Gene Expression,GRCh38,False,572,0.2772316,0.24469493,77.50688163586315,705.0,6.559615,571,False,0.2083964791356519,0.06159846642831975,-0.30154493
EPYC,ENSG00000083782,Gene Expression,GRCh38,False,18,0.007078254,0.0070533208,99.29217459693275,18.0,2.944439,18,False,0.0062016739250604185,0.02440632859169459,-0.3014004
LUM,ENSG00000139329,Gene Expression,GRCh38,False,1762,1.9189934,1.0712388,30.711757766417612,4880.0,8.493105,1760,True,0.9785512379966309,0.7814163654368218,2.1789293
DCN,ENSG00000011465,Gene Expression,GRCh38,False,2461,5.537947,1.8776232,3.2245379473063274,14083.0,9.552794,2457,True,1.8344332870681808,1.0274506895408606,0.9551463
C12orf74,ENSG00000187510,Gene Expression,GRCh38,False,19,0.007864727,0.007833961,99.25285096342901,20.0,3.0445225,19,False,0.006430598998188477,0.06909523405896331,-0.021876397
EEA1,ENSG00000102189,Gene Expression,GRCh38,False,807,0.3971687,0.33444783,68.26582776248526,1010.0,6.9186954,806,False,0.30367400682984075,0.1062823869627644,-0.0017632884
NUDT4,ENSG00000173598,Gene Expression,GRCh38,False,383,0.16830516,0.15555412,84.93904836806921,428.0,6.061457,383,False,0.13273915938407302,0.04662865165330864,-0.1624023
UBE2N,ENSG00000177889,Gene Expression,GRCh38,False,742,0.36885568,0.31397513,70.82186394022807,938.0,6.8448153,741,False,0.2650691009403571,0.020865656948769164,-0.5748188
SOCS2,ENSG00000120833,Gene Expression,GRCh38,False,1434,0.9944947,0.6903907,43.60990955564294,2529.0,7.8359747,1432,False,0.6196273631116321,0.1821647300769605,-0.02279354
CRADD,ENSG00000169372,Gene Expression,GRCh38,False,333,0.1439245,0.1344649,86.905230043256,366.0,5.9053617,332,False,0.11873502972631807,0.0864150745386178,0.08645722
PLXNC1,ENSG00000136040,Gene Expression,GRCh38,False,184,0.08100668,0.07789272,92.76445143531262,206.0,5.332719,184,True,0.071778630538095,0.19351308484283,0.756343
CEP83,ENSG00000173588,Gene Expression,GRCh38,False,154,0.06370429,0.06175743,93.9441604404247,162.0,5.09375,154,False,0.048489760557068114,-0.04767613322271007,-0.75226796
TMCC3,ENSG00000057704,Gene Expression,GRCh38,False,507,0.2414471,0.21627772,80.06291781360598,614.0,6.4216223,506,False,0.18789160922410542,0.12784546557963045,0.3455996
NDUFA12,ENSG00000184752,Gene Expression,GRCh38,False,951,0.49862367,0.40454713,62.60322453794731,1268.0,7.1459846,949,False,0.36708193888288876,0.0896283028884524,-0.1134945
NR2C1,ENSG00000120798,Gene Expression,GRCh38,False,570,0.25599685,0.22792956,77.58552890287062,651.0,6.4800444,569,False,0.20709730408790417,0.08061638737608683,-0.17395487
FGD6,ENSG00000180263,Gene Expression,GRCh38,False,565,0.2556036,0.22761643,77.7821470703893,650.0,6.4785094,564,False,0.2133587158698036,0.12240710113556821,0.10641641
VEZT,ENSG00000028203,Gene Expression,GRCh38,False,815,0.40778607,0.3420183,67.95123869445536,1037.0,6.945051,813,False,0.3100993251080605,0.10428075813323019,-0.015192091
METAP2,ENSG00000111142,Gene Expression,GRCh38,False,1061,0.58356273,0.4596772,58.27762485253638,1484.0,7.30317,1059,False,0.40985232767087926,0.05530490620732,-0.33456478
USP44,ENSG00000136014,Gene Expression,GRCh38,False,36,0.014156508,0.01405724,98.58434919386552,36.0,3.6109178,36,True,0.013368398766613313,0.16981319972232353,0.608103
NTN4,ENSG00000074527,Gene Expression,GRCh38,False,918,0.5544632,0.44113028,63.900904443570596,1410.0,7.2520537,915,False,0.35332432705934774,0.060726737222229786,-0.3073933
SNRPF,ENSG00000139343,Gene Expression,GRCh38,False,495,0.22807707,0.20544958,80.5348014156508,580.0,6.364751,494,False,0.17052324457305845,0.02845505785346118,-0.27607605
AMDHD1,ENSG00000139344,Gene Expression,GRCh38,False,13,0.0051120725,0.0050990502,99.48879276445143,13.0,2.6390574,13,False,0.003965713712411848,-0.11441988744716022,-1.1697425
LTA4H,ENSG00000111144,Gene Expression,GRCh38,False,837,0.4384585,0.36357206,67.08611875737319,1115.0,7.017506,834,False,0.31235629285025696,0.0701401193395206,-0.24423951
ELK3,ENSG00000111145,Gene Expression,GRCh38,False,450,0.21234763,0.19255866,82.30436492331891,540.0,6.2934194,449,False,0.167493113320693,0.12304221510402708,0.3155558
CDK17,ENSG00000059758,Gene Expression,GRCh38,False,311,0.13291389,0.12479298,87.77034998033818,338.0,5.826,311,False,0.10419276293110868,-0.007545019962298319,-0.5012524
CFAP54,ENSG00000188596,Gene Expression,GRCh38,False,11,0.0043256,0.0043162713,99.56744003145891,11.0,2.4849067,11,False,0.004203016133705031,0.10971588539349185,0.23220113
NEDD1,ENSG00000139350,Gene Expression,GRCh38,False,305,0.12819505,0.12061905,88.0062917813606,326.0,5.7899604,305,False,0.10599086309034723,0.07698359278873462,0.027464384
TMPO,ENSG00000120802,Gene Expression,GRCh38,False,491,0.23004326,0.20704934,80.69209594966576,585.0,6.3733196,490,False,0.17265726355454172,0.04315513906193542,-0.18412873
SLC25A3,ENSG00000075415,Gene Expression,GRCh38,False,2001,1.7966968,1.028439,21.31340935902477,4569.0,8.427268,1998,False,0.9648898012414917,0.16174856817395522,-0.24550922
IKBIP,ENSG00000166130,Gene Expression,GRCh38,False,254,0.10813999,0.102682926,90.01179709005112,275.0,5.620401,253,False,0.08725653529681388,0.028899417401113833,-0.27329662
APAF1,ENSG00000120868,Gene Expression,GRCh38,False,222,0.091624066,0.087666556,91.27015336217066,233.0,5.4553213,222,False,0.07130031413773301,-0.05518647314469263,-0.7992443
ANKS1B,ENSG00000185046,Gene Expression,GRCh38,False,646,0.29846638,0.26118386,74.59693275658671,759.0,6.6333184,645,False,0.25399408933765083,0.17370233250590542,0.4505529
UHRF1BP1L,ENSG00000111647,Gene Expression,GRCh38,False,317,0.13723949,0.12860382,87.53440817931578,349.0,5.857933,315,False,0.11263112943201435,0.09692716504235413,0.15220915
ACTR6,ENSG00000075089,Gene Expression,GRCh38,False,260,0.10696028,0.101617776,89.77585528902871,272.0,5.609472,260,False,0.08408303032070974,-0.04552565369784873,-0.7388169
DEPDC4,ENSG00000166153,Gene Expression,GRCh38,False,20,0.007864727,0.007833961,99.21352732992528,20.0,3.0445225,20,False,0.005173760414702171,-0.19753040267914745,-1.6895893
GAS2L3,ENSG00000139354,Gene Expression,GRCh38,False,54,0.021627998,0.02139743,97.87652379079827,55.0,4.0253515,54,False,0.019081863109782948,0.06663142157421639,-0.03728726
ANO4,ENSG00000151572,Gene Expression,GRCh38,False,151,0.06213134,0.06027759,94.0621313409359,158.0,5.0689044,149,False,0.051481545028200675,0.023559896558882396,-0.30669472
UTP20,ENSG00000120800,Gene Expression,GRCh38,False,165,0.06842312,0.06618384,93.51160047188361,174.0,5.164786,165,False,0.05730554376195636,0.06829946416589064,-0.026853846
ARL1,ENSG00000120805,Gene Expression,GRCh38,False,1253,0.7589461,0.56471485,50.72748721981911,1930.0,7.5657935,1251,False,0.49151451387515027,0.05677246124901387,-0.3286432
MYBPC1,ENSG00000196091,Gene Expression,GRCh38,False,479,0.28666928,0.25205693,81.16397955171057,729.0,6.5930448,478,True,0.21982320462268723,0.8712217570949248,5.130167
CHPT1,ENSG00000111666,Gene Expression,GRCh38,False,961,0.5878883,0.46240503,62.20998820290995,1495.0,7.31055,959,False,0.38010390796208005,0.12231331090961452,0.10578718
GNPTAB,ENSG00000111670,Gene Expression,GRCh38,False,717,0.40228078,0.33810005,71.80495477782148,1023.0,6.931472,715,False,0.26401376005537547,0.05387215345859222,-0.35338026
DRAM1,ENSG00000136048,Gene Expression,GRCh38,False,292,0.1266221,0.11922386,88.51749901690916,322.0,5.7776523,291,False,0.09955446722904117,0.01849307712029829,-0.3383871
NUP37,ENSG00000075188,Gene Expression,GRCh38,False,218,0.08965789,0.085863784,91.42744789618561,228.0,5.433722,217,False,0.07457746810872963,0.012655201540422462,-0.37490234
PARPBP,ENSG00000185480,Gene Expression,GRCh38,False,52,0.02044829,0.02024203,97.95517105780574,52.0,3.9702919,52,False,0.017510951077014364,-0.02782576461444119,-0.6281062
IGF1,ENSG00000017427,Gene Expression,GRCh38,False,1476,1.0043256,0.6953077,41.95831694848604,2554.0,7.8458076,1475,True,0.6777044509126587,0.3358086051736373,0.63051397
NT5DC3,ENSG00000111696,Gene Expression,GRCh38,False,721,0.3539127,0.3029987,71.64766024380653,900.0,6.8035054,720,False,0.28478504397613874,0.16203386964893213,0.37226993
HSP90B1,ENSG00000166598,Gene Expression,GRCh38,False,1410,0.96893436,0.67749244,44.553676759732596,2464.0,7.809947,1407,False,0.5845271983004572,0.05097338325451664,-0.3520424
C12orf73,ENSG00000204954,Gene Expression,GRCh38,False,182,0.07628785,0.07351795,92.84309870232009,194.0,5.273,182,False,0.06576095544221526,0.12206045445132659,0.309415
TDG,ENSG00000139372,Gene Expression,GRCh38,False,172,0.07117578,0.0687569,93.23633503735745,181.0,5.2040067,171,False,0.058358112972766656,0.08536672410309777,0.079899915
GLT8D2,ENSG00000120820,Gene Expression,GRCh38,False,605,0.28077075,0.24746205,76.20920173023987,714.0,6.5722823,605,False,0.231093069113569,0.11854656093667097,0.080516286
HCFC2,ENSG00000111727,Gene Expression,GRCh38,False,294,0.12465592,0.117477134,88.43885174990169,317.0,5.7620516,293,False,0.11031922599793913,0.12246729134084101,0.3119597
NFYB,ENSG00000120837,Gene Expression,GRCh38,False,356,0.15847424,0.14710383,86.00078647267007,403.0,6.001415,356,True,0.1390331415395872,0.19851872611409357,0.78765273
TXNRD1,ENSG00000198431,Gene Expression,GRCh38,False,471,0.21549352,0.19515018,81.47856861974047,548.0,6.3080983,470,False,0.17973126436435433,0.14124332214421956,0.42940164
EID3,ENSG00000255150,Gene Expression,GRCh38,False,222,0.092803776,0.08874667,91.27015336217066,236.0,5.46806,222,False,0.08340573677928227,0.1172291409197875,0.2791957
CHST11,ENSG00000171310,Gene Expression,GRCh38,False,183,0.076681085,0.07388324,92.80377506881636,195.0,5.278115,181,False,0.061857109676255594,0.06227477693126165,-0.06453758
SLC41A2,ENSG00000136052,Gene Expression,GRCh38,False,208,0.08690523,0.08333442,91.82068423122296,221.0,5.4026775,208,False,0.07141076169793736,0.036923194163961906,-0.22310883
C12orf45,ENSG00000151131,Gene Expression,GRCh38,False,354,0.15611483,0.1450651,86.07943373967754,397.0,5.986452,353,False,0.12273201648480442,0.03882177236340422,-0.21123344
ALDH1L2,ENSG00000136010,Gene Expression,GRCh38,False,195,0.08061345,0.07752889,92.33189146677154,205.0,5.327876,194,False,0.07480238449646046,0.1464630539746769,0.46205047
WASHC4,ENSG00000136051,Gene Expression,GRCh38,False,973,0.50924104,0.4116069,61.73810460086512,1295.0,7.167038,971,False,0.3680252425048653,0.07936974121481073,-0.18231855
APPL2,ENSG00000136044,Gene Expression,GRCh38,False,593,0.29099488,0.25541314,76.68108533228471,740.0,6.6080008,591,False,0.20578552113037754,0.007387215351076399,-0.6652448
C12orf75,ENSG00000235162,Gene Expression,GRCh38,False,1909,1.6437279,0.97219,24.93118364136846,4180.0,8.338305,1907,True,0.9883872956986216,0.5470047387893646,1.480309
NUAK1,ENSG00000074590,Gene Expression,GRCh38,False,284,0.119937085,0.11327251,88.83208808493906,305.0,5.723585,284,False,0.09679733798696573,0.013369617700609408,-0.37043375
CKAP4,ENSG00000136026,Gene Expression,GRCh38,False,1035,0.5863154,0.46141395,59.3000393236335,1491.0,7.307873,1032,False,0.40230942729929414,0.09380761820388844,-0.17920685
TCP11L2,ENSG00000166046,Gene Expression,GRCh38,False,404,0.17695636,0.16293174,84.11325206449077,450.0,6.1114674,403,False,0.14247505198713378,0.05500283802808496,-0.11002272
POLR3B,ENSG00000013503,Gene Expression,GRCh38,False,118,0.047974832,0.04685957,95.35981124655918,122.0,4.8121843,118,False,0.04046294936143367,0.06718169688953513,-0.033845354
RIC8B,ENSG00000111785,Gene Expression,GRCh38,False,300,0.12858827,0.12096754,88.20290994887927,327.0,5.7930136,299,False,0.10594797684497816,0.12661281344178543,0.3378895
TMEM263,ENSG00000151135,Gene Expression,GRCh38,False,1053,0.5768777,0.45544675,58.59221392056626,1467.0,7.291656,1051,False,0.39951753893622827,0.0921526265060838,-0.18588471
MTERF2,ENSG00000120832,Gene Expression,GRCh38,False,500,0.23082973,0.20768853,80.33818324813214,587.0,6.376727,498,True,0.1896466755676462,0.15122643691265789,0.4918449
CRY1,ENSG00000008405,Gene Expression,GRCh38,False,444,0.2044829,0.18605034,82.54030672434133,520.0,6.25575,442,False,0.15570946628440788,0.03405247495110891,-0.24106485
BTBD11,ENSG00000151136,Gene Expression,GRCh38,False,95,0.038143925,0.037434433,96.2642548171451,97.0,4.5849676,93,False,0.027802445639982545,0.007803408621049763,-0.40524974
PWP1,ENSG00000136045,Gene Expression,GRCh38,False,732,0.36059773,0.30792412,71.21510027526543,917.0,6.8221974,730,False,0.2742938656152077,0.10067122642933461,-0.039408214
